filename,object_id,final_shape,tgt_points,color_transfer_coeffs,polynomial_coeffs,polynomial_mean_coeffs,percentile_coeffs
7C2WKocreBwVc5zj6H6Ipw.jpg,76,diamond-l,"[[2320.0, 1525.0], [2346.0, 1492.0], [2381.0, 1524.0], [2353.0, 1551.0]]","[[0.05504925921559334, -1.3023780584335327], [0.0924471989274025, 0.2847699224948883], [0.052870605140924454, -0.4005005359649658]]","[[0.03304646536707878, 0.6366313099861145], [0.040128305554389954, 0.4726523756980896], [0.2535519003868103, 0.22046595811843872]]","[[0.013886092230677605, 0.46198156476020813]]","[[0.4496781826019287, 0.23109738528728485]]"
7FNvh4Ya_3aIYDCSVMUKNQ.jpg,87,diamond-l,"[[1195.0, 1099.0], [1286.0, 1016.0], [1373.0, 1104.0], [1287.0, 1191.0]]","[[0.05234241113066673, -1.743499994277954], [0.09855750948190689, -0.09303681552410126], [0.054157767444849014, -0.32793721556663513]]","[[0.05220773071050644, 0.38381272554397583], [0.026715783402323723, 0.333085834980011], [-0.4074762463569641, 0.26317644119262695]]","[[-0.017742108553647995, 0.34895557165145874]]","[[0.25629135966300964, 0.21568627655506134]]"
7FNvh4Ya_3aIYDCSVMUKNQ.jpg,60,other,"[[2507.0, 1353.0], [2556.0, 1353.0], [2548.0, 1404.0], [2511.0, 1404.0]]",,,,
7FNvh4Ya_3aIYDCSVMUKNQ.jpg,88,other,"[[1218.0, 1194.0], [1346.0, 1196.0], [1344.0, 1278.0], [1215.0, 1270.0]]",,,,
7FNvh4Ya_3aIYDCSVMUKNQ.jpg,19,rect-s,"[[1003.0, 1300.0], [1004.0, 1201.0], [1038.0, 1204.0], [1038.0, 1298.0]]","[[0.10406635701656342, -3.1130194664001465], [0.09776442497968674, -0.43218475580215454], [0.13876695930957794, -0.010524045675992966]]","[[0.011855639517307281, 0.22402998805046082], [-0.003515841905027628, 0.11854613572359085], [-0.002921420382335782, 0.15077988803386688]]","[[-0.004490795079618692, 0.1694481521844864]]","[[0.13555261492729187, 0.09357479959726334]]"
7FNvh4Ya_3aIYDCSVMUKNQ.jpg,22,circle,"[[1106.0, 1244.0], [1260.0, 1247.0], [1257.0, 1394.0], [1106.0, 1394.0]]","[[0.18423186242580414, -2.5706446170806885], [0.3035218119621277, -0.6245352029800415], [0.1880878508090973, -0.13889287412166595]]","[[-0.14734192192554474, 0.3632664382457733], [-0.03232772275805473, 0.1941017359495163], [-0.008053109981119633, 0.12999257445335388]]","[[-0.052638281136751175, 0.20564612746238708]]","[[0.1482439488172531, 0.11588886380195618]]"
7Jjf6wYb4z--B_v_id62Vg.jpg,176,diamond-l,"[[682.0, 2299.0], [843.0, 2145.0], [985.0, 2330.0], [810.0, 2476.0]]","[[0.09630516916513443, -1.2055236101150513], [0.21482522785663605, 0.573582112789154], [0.10352706909179688, -0.4361281991004944]]","[[0.1278441995382309, 0.6329697370529175], [0.12032383680343628, 0.5454273819923401], [-0.6140121221542358, 0.18111500144004822]]","[[0.05994739383459091, 0.4709905683994293]]","[[0.7710171937942505, 0.11525735259056091]]"
7Jjf6wYb4z--B_v_id62Vg.jpg,174,other,"[[520.0, 1507.0], [578.0, 1455.0], [639.0, 1488.0], [633.0, 1539.0], [580.0, 1573.0], [537.0, 1552.0]]",,,,
7RHoBy_fJuT1MyL_5mYpBA.jpg,115,diamond-l,"[[3538.0, 1256.0], [3683.0, 1086.0], [3857.0, 1240.0], [3724.0, 1405.0]]","[[0.1437496840953827, -2.5704522132873535], [0.31015142798423767, 0.6517518162727356], [0.16361719369888306, -0.21102488040924072]]","[[0.0071106054820120335, 0.4078773260116577], [-0.022741349413990974, 0.26622679829597473], [-0.32329487800598145, 0.05115494877099991]]","[[-0.043781861662864685, 0.2532168924808502]]","[[0.4698346257209778, 0.014274388551712036]]"
7RHoBy_fJuT1MyL_5mYpBA.jpg,114,other,"[[3608.0, 1421.0], [3833.0, 1401.0], [3837.0, 1461.0], [3613.0, 1481.0]]",,,,
7SK_rHF-c99JwZopyLEjRg.jpg,68,diamond-l,"[[1265.0, 1158.0], [1304.0, 1109.0], [1348.0, 1152.0], [1312.0, 1198.0]]","[[0.06650637835264206, -1.2122372388839722], [0.10564840584993362, 0.42874667048454285], [0.06386562436819077, -0.4274778962135315]]","[[0.1379573494195938, 0.6038320660591125], [0.13244906067848206, 0.4977915287017822], [-0.4337937831878662, 0.22666338086128235]]","[[0.08745446056127548, 0.455514132976532]]","[[0.568686842918396, 0.19682444632053375]]"
7Vs6RGxD2yuS00CpTlpg-g.jpg,54,diamond-l,"[[2399.0, 777.0], [2490.0, 669.0], [2604.0, 756.0], [2520.0, 854.0]]","[[0.07501958310604095, -2.182544231414795], [0.19896872341632843, 0.1352103054523468], [0.08086081594228745, -0.3432925343513489]]","[[0.04101690649986267, 0.2868969738483429], [0.07951956242322922, 0.35463666915893555], [-0.11496522277593613, 0.12614279985427856]]","[[0.04059940204024315, 0.25819510221481323]]","[[0.35533586144447327, 0.10723498463630676]]"
7Vs6RGxD2yuS00CpTlpg-g.jpg,50,other,"[[1996.0, 1244.0], [2059.0, 1244.0], [2059.0, 1274.0], [1998.0, 1274.0]]",,,,
7Vs6RGxD2yuS00CpTlpg-g.jpg,52,other,"[[2000.0, 1348.0], [2057.0, 1344.0], [2058.0, 1383.0], [2003.0, 1384.0]]",,,,
7Vs6RGxD2yuS00CpTlpg-g.jpg,55,other,"[[2433.0, 859.0], [2540.0, 853.0], [2542.0, 926.0], [2437.0, 927.0]]",,,,
7Vs6RGxD2yuS00CpTlpg-g.jpg,73,other,"[[1116.0, 1343.0], [1149.0, 1339.0], [1151.0, 1391.0], [1116.0, 1392.0]]",,,,
7Vs6RGxD2yuS00CpTlpg-g.jpg,92,other,"[[2304.0, 893.0], [2305.0, 773.0], [2321.0, 744.0], [2324.0, 871.0]]",,,,
7Vs6RGxD2yuS00CpTlpg-g.jpg,51,other,"[[2001.0, 1288.0], [2054.0, 1281.0], [2057.0, 1323.0], [2047.0, 1337.0], [2019.0, 1339.0], [2002.0, 1320.0]]",,,,
7Vs6RGxD2yuS00CpTlpg-g.jpg,53,other,"[[1829.0, 1085.0], [1875.0, 1083.0], [1871.0, 1139.0], [1837.0, 1139.0]]",,,,
7WSVPOLdl7_6xeJj4NKRpg.jpg,81,diamond-l,"[[3462.0, 1270.0], [3648.0, 1082.0], [3840.0, 1248.0], [3657.0, 1437.0]]","[[0.07465260475873947, -1.8969089984893799], [0.20991794764995575, 0.009541437029838562], [0.08222715556621552, -0.35178041458129883]]","[[0.013110027648508549, 0.3522450029850006], [0.024473829194903374, 0.38284334540367126], [-0.31759771704673767, 0.19024570286273956]]","[[-0.021820874884724617, 0.3210151493549347]]","[[0.3669072091579437, 0.13878677785396576]]"
7WSVPOLdl7_6xeJj4NKRpg.jpg,83,other,"[[3523.0, 1436.0], [3787.0, 1437.0], [3787.0, 1590.0], [3514.0, 1587.0]]",,,,
7WSVPOLdl7_6xeJj4NKRpg.jpg,84,other,"[[829.0, 416.0], [1419.0, 213.0], [1419.0, 411.0], [832.0, 577.0]]",,,,
7ZFt_coZB3kqLDIgFunsQg.jpg,45,diamond-l,"[[1982.0, 2047.0], [2009.0, 2019.0], [2037.0, 2050.0], [2005.0, 2073.0]]","[[0.06247861683368683, -1.4912368059158325], [0.15337949991226196, 0.6545442342758179], [0.06774593889713287, -0.4693309962749481]]","[[0.18758374452590942, 0.4917915463447571], [0.29617688059806824, 0.5370985269546509], [-0.1554914116859436, 0.12150391191244125]]","[[0.1952747106552124, 0.39183446764945984]]","[[0.6756673455238342, 0.11222905665636063]]"
7ZFt_coZB3kqLDIgFunsQg.jpg,136,circle,"[[1121.0, 1674.0], [1187.0, 1673.0], [1187.0, 1750.0], [1121.0, 1751.0]]","[[0.6203294992446899, -1.0014362335205078], [0.5516605377197266, -1.0920902490615845], [0.7276989817619324, -0.03926146775484085]]","[[0.27575403451919556, 0.12646833062171936], [0.08446644246578217, 0.21356654167175293], [0.07791171222925186, 0.23765404522418976]]","[[0.06409162282943726, 0.24900227785110474]]","[[0.41725394129753113, 0.05102941021323204]]"
7b3_ODjZjnBxtqNEZOQxuQ.jpg,58,diamond-s,"[[852.0, 1177.0], [909.0, 1127.0], [962.0, 1182.0], [905.0, 1226.0]]","[[0.07473719120025635, -2.606842279434204], [0.3028670847415924, -0.10099257528781891], [0.07165483385324478, -0.20621131360530853]]","[[0.0506959892809391, 0.2568102777004242], [0.0689905509352684, 0.19069072604179382], [0.16045378148555756, 0.07179935276508331]]","[[0.08107853680849075, 0.17473949491977692]]","[[0.12154927104711533, 0.1899396926164627]]"
7b3_ODjZjnBxtqNEZOQxuQ.jpg,101,other,"[[2464.0, 1447.0], [2547.0, 1452.0], [2549.0, 1495.0], [2464.0, 1492.0]]",,,,
7b3_ODjZjnBxtqNEZOQxuQ.jpg,107,other,"[[2340.0, 1413.0], [2426.0, 1413.0], [2426.0, 1452.0], [2337.0, 1452.0]]",,,,
7b3_ODjZjnBxtqNEZOQxuQ.jpg,95,circle,"[[2016.0, 1318.0], [2059.0, 1318.0], [2059.0, 1360.0], [2016.0, 1360.0]]","[[0.20773541927337646, -2.4958226680755615], [0.08004128187894821, -0.5603179931640625], [0.22265781462192535, -0.11379159241914749]]","[[0.0350910946726799, 0.18648406863212585], [0.01568250171840191, 0.16462557017803192], [0.012589803896844387, 0.15951009094715118]]","[[0.008075661025941372, 0.17740556597709656]]","[[0.11385952681303024, 0.12424058467149734]]"
7b3_ODjZjnBxtqNEZOQxuQ.jpg,96,circle,"[[2021.0, 1361.0], [2068.0, 1364.0], [2068.0, 1405.0], [2024.0, 1405.0]]","[[0.24953122437000275, -2.362823009490967], [0.12573601305484772, -0.6685516238212585], [0.24435937404632568, -0.12276292592287064]]","[[0.13018472492694855, 0.09847314655780792], [0.046535369008779526, 0.16785040497779846], [0.036749206483364105, 0.1647595763206482]]","[[0.05014687031507492, 0.16444896161556244]]","[[0.1033957451581955, 0.12822745740413666]]"
7b3_ODjZjnBxtqNEZOQxuQ.jpg,105,diamond-s,"[[2323.5, 1196.0], [2374.0, 1152.5], [2424.5, 1195.5], [2374.0, 1239.0]]","[[0.06004262715578079, -3.110490083694458], [0.2628832161426544, -0.1668453812599182], [0.06180000305175781, -0.13740099966526031]]","[[0.037659138441085815, 0.2009027749300003], [0.029906844720244408, 0.15932981669902802], [0.0851190835237503, 0.0688239112496376]]","[[0.03361129388213158, 0.15241940319538116]]","[[0.10311159491539001, 0.13375554978847504]]"
7b3_ODjZjnBxtqNEZOQxuQ.jpg,102,triangle,"[[2514.0, 1352.0], [2554.0, 1446.0], [2460.0, 1440.0]]","[[0.1392766535282135, -3.39805006980896], [0.1459365040063858, -0.39894989132881165], [0.18367329239845276, 0.006221836432814598]]","[[0.03666497766971588, 0.1538868546485901], [0.09837540239095688, 0.06785981357097626], [0.06986960768699646, 0.07519759237766266]]","[[0.06223200634121895, 0.09727758914232254]]","[[0.15595760941505432, 0.05502700060606003]]"
7clRrU1d9ZGc43LsqLNY-A.jpg,72,diamond-l,"[[1175.0, 1260.0], [1359.0, 1076.0], [1547.0, 1259.0], [1368.0, 1439.0]]","[[0.06901255995035172, -2.2129507064819336], [0.18337802588939667, 0.23111730813980103], [0.07052875310182571, -0.21408839523792267]]","[[0.07813733071088791, 0.4208463132381439], [0.015837308019399643, 0.21152152121067047], [-0.18406590819358826, 0.12571173906326294]]","[[0.031641919165849686, 0.2555694878101349]]","[[0.45250746607780457, 0.1018998920917511]]"
7clRrU1d9ZGc43LsqLNY-A.jpg,57,other,"[[1748.0, 1191.0], [1850.0, 1191.0], [1856.0, 1425.0], [1754.0, 1423.0]]",,,,
7clRrU1d9ZGc43LsqLNY-A.jpg,61,other,"[[2026.0, 1211.0], [2093.0, 1208.0], [2095.0, 1300.0], [2027.0, 1306.0]]",,,,
7clRrU1d9ZGc43LsqLNY-A.jpg,62,other,"[[1934.0, 1095.0], [2161.0, 1085.0], [2168.0, 1205.0], [1937.0, 1214.0]]",,,,
7clRrU1d9ZGc43LsqLNY-A.jpg,70,other,"[[4628.0, 863.0], [4751.0, 860.0], [4759.0, 1028.0], [4636.0, 1036.0]]",,,,
7clRrU1d9ZGc43LsqLNY-A.jpg,127,circle,"[[4596.0, 694.0], [4766.0, 694.0], [4766.0, 862.0], [4596.0, 862.0]]","[[0.39112353324890137, -0.6367194652557373], [0.41549426317214966, -0.7559733390808105], [0.4751713275909424, -0.27021074295043945]]","[[-0.028981143608689308, 0.4924023449420929], [0.05800968036055565, 0.3856349289417267], [0.06745564937591553, 0.4096652865409851]]","[[-0.006901707500219345, 0.4256059527397156]]","[[0.5013847947120667, 0.13849399983882904]]"
7clRrU1d9ZGc43LsqLNY-A.jpg,128,circle,"[[3975.0, 302.0], [4120.0, 302.0], [4120.0, 473.0], [3975.0, 473.0]]","[[0.4021384119987488, -0.5318574905395508], [0.39194247126579285, -0.8272409439086914], [0.4516880512237549, -0.2927919328212738]]","[[-0.4534660279750824, 0.8278605937957764], [0.0033663881476968527, 0.41000601649284363], [0.000997547060251236, 0.44319412112236023]]","[[-0.07728631794452667, 0.4672723412513733]]","[[0.4726872444152832, 0.1458854228258133]]"
7clRrU1d9ZGc43LsqLNY-A.jpg,134,circle,"[[2030.0, 1314.0], [2108.0, 1303.0], [2111.0, 1400.0], [2043.0, 1402.0]]","[[0.3225421905517578, -0.9458351135253906], [0.30046555399894714, -0.5157440900802612], [0.3943054974079132, -0.2626124918460846]]","[[0.0516631081700325, 0.4360770583152771], [0.07459481060504913, 0.35306817293167114], [0.07549107074737549, 0.3313106894493103]]","[[0.015435249544680119, 0.38566455245018005]]","[[0.4037274420261383, 0.16861289739608765]]"
7gpMkgKIYmZ2xj_RIYPo1A.jpg,22,diamond-l,"[[2145.0, 1817.0], [2190.0, 1760.0], [2258.0, 1812.0], [2207.0, 1873.0]]","[[0.10444581508636475, -2.0399410724639893], [0.1650594174861908, 0.24973830580711365], [0.11118457466363907, -0.33904656767845154]]","[[0.03902211785316467, 0.3189793825149536], [0.056664030998945236, 0.3663889169692993], [0.014668598771095276, 0.10523908585309982]]","[[0.03543975204229355, 0.2663893699645996]]","[[0.39408987760543823, 0.08574027568101883]]"
7o8eJ1h-tpOG3AFM9U7Ufw.jpg,43,diamond-l,"[[2068.0, 1593.0], [2170.0, 1498.0], [2267.0, 1598.0], [2166.0, 1687.0]]","[[0.10000399500131607, -2.053464889526367], [0.21189749240875244, 0.3795350193977356], [0.10231978446245193, -0.2888311743736267]]","[[0.03920871019363403, 0.4095732569694519], [0.002237445442005992, 0.3204318583011627], [-0.8599283695220947, 0.15733692049980164]]","[[-0.04002080112695694, 0.30791211128234863]]","[[0.45332878828048706, 0.0825962945818901]]"
7pWY6dVVowKFG7-TWZPB7A.jpg,139,diamond-l,"[[2372.0, 1232.0], [2424.0, 1183.0], [2471.0, 1237.0], [2418.0, 1282.0]]","[[0.0984606146812439, -1.6016743183135986], [0.08823352307081223, -0.11081386357545853], [0.09742327779531479, -0.3422689437866211]]","[[0.08592668175697327, 0.32023367285728455], [0.11392523348331451, 0.3195857107639313], [0.4571478068828583, 0.2006855458021164]]","[[0.10444550216197968, 0.2821202278137207]]","[[0.2696286141872406, 0.20459944009780884]]"
7pWY6dVVowKFG7-TWZPB7A.jpg,120,other,"[[1818.0, 658.0], [1925.0, 657.0], [1925.0, 784.0], [1821.0, 784.0]]",,,,
7pWY6dVVowKFG7-TWZPB7A.jpg,119,rect-m,"[[1312.0, 674.0], [1410.0, 673.0], [1416.0, 798.0], [1316.0, 801.0]]","[[0.09117773175239563, -1.3105509281158447], [0.16019004583358765, -0.38167497515678406], [0.08346915245056152, -0.3817879855632782]]","[[0.05697302520275116, 0.3183864951133728], [0.060189176350831985, 0.3659588694572449], [0.059130530804395676, 0.41393598914146423]]","[[0.05338525399565697, 0.36615926027297974]]","[[0.1379859745502472, 0.3722516894340515]]"
7z1m8_IyqrxxXnDS7RF0Ag.jpg,153,diamond-l,"[[1336.0, 637.0], [1375.0, 595.0], [1414.0, 637.0], [1380.0, 676.0]]","[[0.040568090975284576, -0.9000021815299988], [0.13419924676418304, 0.5755658745765686], [0.043245431035757065, -0.5243250131607056]]","[[0.05841194465756416, 0.8432509303092957], [0.1013384684920311, 0.8107256293296814], [-0.3341809809207916, 0.26385363936424255]]","[[0.04052458703517914, 0.649440348148346]]","[[0.7051413059234619, 0.2808304727077484]]"
7z1m8_IyqrxxXnDS7RF0Ag.jpg,146,other,"[[1407.0, 628.0], [1451.0, 626.0], [1451.0, 676.0], [1389.0, 676.0]]",,,,
7z1m8_IyqrxxXnDS7RF0Ag.jpg,150,other,"[[1407.0, 568.0], [1442.0, 570.0], [1444.0, 632.0], [1410.0, 632.0]]",,,,
7z1m8_IyqrxxXnDS7RF0Ag.jpg,158,other,"[[782.0, 192.0], [1034.0, 192.0], [1041.0, 440.0], [790.0, 439.0]]",,,,
8-Cmwj43NRQJSe1gpIJRvQ.jpg,36,diamond-s,"[[1739.0, 2151.0], [1773.0, 2116.0], [1805.0, 2150.0], [1774.0, 2185.0]]","[[0.10198706388473511, -1.0206727981567383], [0.20952093601226807, 0.030843881890177727], [0.10160944610834122, -0.4179536998271942]]","[[0.2437291145324707, 0.4602367877960205], [0.20318789780139923, 0.4677865207195282], [0.2403704822063446, 0.28171905875205994]]","[[0.15271136164665222, 0.46202489733695984]]","[[0.3394761085510254, 0.41641965508461]]"
8-hvEEIlGGl1BLMBybT0IQ.jpg,19,diamond-l,"[[419.0, 1281.0], [524.0, 1195.0], [609.0, 1280.0], [498.0, 1362.0]]","[[0.05029239133000374, -1.186664342880249], [0.10471857339143753, 0.1845700442790985], [0.051515575498342514, -0.4325296878814697]]","[[0.043097540736198425, 0.6098566055297852], [0.030925994738936424, 0.5406473875045776], [-0.29792046546936035, 0.3007907271385193]]","[[-0.0005266036023385823, 0.49517491459846497]]","[[0.45599108934402466, 0.25933730602264404]]"
8-hvEEIlGGl1BLMBybT0IQ.jpg,20,other,"[[433.0, 1366.0], [569.0, 1364.0], [572.0, 1422.0], [436.0, 1427.0]]",,,,
81e5bRiBnr7C3_lV3slppA.jpg,64,diamond-l,"[[2213.0, 1451.0], [2240.0, 1425.0], [2269.0, 1450.0], [2244.0, 1481.0]]","[[0.0934567004442215, -2.4163131713867188], [0.11276079714298248, 0.17224445939064026], [0.07760098576545715, -0.24680085480213165]]","[[-0.028854377567768097, 0.3083471953868866], [-0.024230053648352623, 0.2655101418495178], [-0.44637665152549744, 0.13487306237220764]]","[[-0.06808052211999893, 0.24806854128837585]]","[[0.20653747022151947, 0.08790455013513565]]"
81e5bRiBnr7C3_lV3slppA.jpg,66,other,"[[2392.0, 1296.0], [2424.0, 1294.0], [2433.0, 1361.0], [2400.0, 1361.0]]",,,,
83WwiLeABst_vyWcd13tRA.jpg,85,diamond-l,"[[1984.0, 1467.0], [2063.0, 1402.0], [2123.0, 1479.0], [2049.0, 1542.0]]","[[0.05771525204181671, -1.5287269353866577], [0.14420710504055023, 0.41485798358917236], [0.06283023208379745, -0.3637216091156006]]","[[0.09522289782762527, 0.601337730884552], [0.08047163486480713, 0.39443883299827576], [-0.12726517021656036, 0.17646290361881256]]","[[0.05880238115787506, 0.4024900496006012]]","[[0.4690994620323181, 0.16997550427913666]]"
84EYD5chWIu_KsRiR-ucXQ.jpg,31,diamond-l,"[[2107.0, 1779.0], [2139.0, 1744.0], [2175.0, 1774.0], [2147.0, 1812.0]]","[[0.06481858342885971, -0.9739658236503601], [0.14617808163166046, 0.6565547585487366], [0.0677533820271492, -0.5167246460914612]]","[[0.12980534136295319, 0.7399590611457825], [0.18284249305725098, 0.7459321618080139], [-0.015284374356269836, 0.17464308440685272]]","[[0.12683148682117462, 0.563625156879425]]","[[0.8086531162261963, 0.17376399040222168]]"
84EYD5chWIu_KsRiR-ucXQ.jpg,35,other,"[[2112.0, 1870.0], [2183.0, 1870.0], [2185.0, 1920.0], [2111.0, 1920.0]]",,,,
84EYD5chWIu_KsRiR-ucXQ.jpg,47,circle,"[[2190.0, 1877.0], [2256.0, 1877.0], [2256.0, 1949.0], [2190.0, 1949.0]]","[[0.317826509475708, -0.635370135307312], [0.6400595307350159, -1.6820499897003174], [0.288713276386261, -0.4828459620475769]]","[[0.33927828073501587, -0.034464262425899506], [0.116395004093647, 0.48677483201026917], [0.10130929201841354, 0.6904271841049194]]","[[0.16060037910938263, 0.42626306414604187]]","[[0.6998761892318726, 0.09327244758605957]]"
84EYD5chWIu_KsRiR-ucXQ.jpg,51,circle,"[[1577.0, 1882.0], [1643.0, 1882.0], [1643.0, 1950.0], [1577.0, 1950.0]]","[[0.24656575918197632, -0.5630609393119812], [0.6944752931594849, -1.7391602993011475], [0.1333281397819519, -0.5336333513259888]]","[[0.03726442530751228, 0.2597254812717438], [0.07904849946498871, 0.5482618808746338], [0.059204839169979095, 0.8172621130943298]]","[[0.09743935614824295, 0.5234041810035706]]","[[0.6231964826583862, 0.26864010095596313]]"
85ZOwzCzaGJSe7q2pz0BQQ.jpg,19,diamond-l,"[[349.0, 1180.0], [415.0, 1129.0], [467.0, 1190.0], [401.0, 1237.0]]","[[0.061824262142181396, -1.6877598762512207], [0.10894561558961868, -0.032735273241996765], [0.05752931162714958, -0.35406967997550964]]","[[0.07961214333772659, 0.36829230189323425], [0.07974753528833389, 0.35784584283828735], [-0.0006643032538704574, 0.22706949710845947]]","[[0.06324737519025803, 0.3232889473438263]]","[[0.2910541296005249, 0.2114981710910797]]"
87-iPDwWFLpqe1xgnHJxhg.jpg,17,diamond-l,"[[1361.0, 1427.0], [1430.0, 1357.0], [1492.0, 1423.0], [1431.0, 1491.0]]","[[0.0468812957406044, -1.9129626750946045], [0.06806650757789612, 0.030039457604289055], [0.04384315013885498, -0.32429689168930054]]","[[0.019049793481826782, 0.4007343351840973], [0.0011042857076972723, 0.35143837332725525], [-0.32104378938674927, 0.21186113357543945]]","[[-0.03474196046590805, 0.33851709961891174]]","[[0.25598078966140747, 0.19238127768039703]]"
87DtE20wQ4aPidAxDtBdtQ.jpg,64,diamond-l,"[[3028.0, 2472.0], [3094.0, 2427.0], [3138.0, 2494.0], [3075.0, 2541.0]]","[[0.03704586625099182, -1.2885098457336426], [0.12032586336135864, 0.5554577112197876], [0.033633358776569366, -0.4349839389324188]]","[[0.029953395947813988, 0.7828027606010437], [-0.000199014728423208, 0.595459520816803], [-0.9093131422996521, 0.24773846566677094]]","[[-0.044405870139598846, 0.5532154440879822]]","[[0.6435316801071167, 0.17996186017990112]]"
87DtE20wQ4aPidAxDtBdtQ.jpg,95,other,"[[1690.0, 2249.0], [1764.0, 2252.0], [1759.0, 2349.0], [1680.0, 2347.0]]",,,,
88bKhEyyzF0lld6_jSJHLA.jpg,51,diamond-l,"[[1612.0, 1763.0], [1654.0, 1725.0], [1692.0, 1769.0], [1648.0, 1808.0]]","[[0.04229385778307915, -1.0166821479797363], [0.05862151458859444, 0.31685277819633484], [0.03839260712265968, -0.4573599100112915]]","[[0.16260775923728943, 0.6765190958976746], [0.17802298069000244, 0.5490624904632568], [0.5342636108398438, 0.25288257002830505]]","[[0.1716419756412506, 0.5008306503295898]]","[[0.5276209712028503, 0.3030287027359009]]"
89hZ-mHZ_CNExbzutUT7gA.jpg,22,diamond-l,"[[1636.0, 1597.0], [1703.0, 1533.0], [1766.0, 1603.0], [1694.0, 1660.0]]","[[0.05955176055431366, -2.508141279220581], [0.22895000874996185, 0.46010780334472656], [0.06952901184558868, -0.25055330991744995]]","[[0.16534903645515442, 0.3096626400947571], [0.11471583694219589, 0.22212593257427216], [-0.4652613699436188, 0.09949901700019836]]","[[0.10773474723100662, 0.21262410283088684]]","[[0.4053032100200653, 0.06938614696264267]]"
89hZ-mHZ_CNExbzutUT7gA.jpg,23,other,"[[1673.0, 1659.0], [1729.0, 1662.0], [1727.0, 1719.0], [1669.0, 1719.0]]",,,,
8JZCQmzYYZKQ9mfHpAla7g.jpg,23,diamond-l,"[[2467.0, 734.0], [2527.0, 668.0], [2585.0, 730.0], [2523.0, 792.0]]","[[0.10365574806928635, -2.2355079650878906], [0.2580219805240631, 0.3187112808227539], [0.11732785403728485, -0.2425042986869812]]","[[0.15666744112968445, 0.30627328157424927], [0.09899608045816422, 0.21927832067012787], [-0.3935832679271698, 0.117030069231987]]","[[0.09195530414581299, 0.22098906338214874]]","[[0.45107942819595337, 0.053852058947086334]]"
8JZCQmzYYZKQ9mfHpAla7g.jpg,66,diamond-l,"[[2607.0, 529.0], [2773.0, 383.0], [2926.0, 536.0], [2758.0, 691.0]]","[[0.09497356414794922, -2.0581095218658447], [0.2395043969154358, 0.41759589314460754], [0.10466055572032928, -0.28486889600753784]]","[[-0.01191031839698553, 0.4608508348464966], [-0.059858594089746475, 0.33911651372909546], [-0.9391148090362549, 0.17491063475608826]]","[[-0.10481230169534683, 0.34114301204681396]]","[[0.4724205434322357, 0.05546722188591957]]"
8JZCQmzYYZKQ9mfHpAla7g.jpg,19,other,"[[2475.0, 634.0], [2581.0, 634.0], [2581.0, 670.0], [2469.0, 670.0]]",,,,
8Lv8e57j78OIS8QDSmZWsA.jpg,75,diamond-l,"[[3950.0, 1229.0], [4012.0, 1118.0], [4087.0, 1240.0], [4025.0, 1342.0]]","[[0.07514166831970215, -2.1421213150024414], [0.144267737865448, 0.1866285800933838], [0.07793937623500824, -0.27207499742507935]]","[[0.03338827192783356, 0.3791036009788513], [0.02458205632865429, 0.28610140085220337], [-0.04815879464149475, 0.13032537698745728]]","[[0.01616121456027031, 0.26836898922920227]]","[[0.2978898584842682, 0.11853927373886108]]"
8Lv8e57j78OIS8QDSmZWsA.jpg,64,circle,"[[1819.0, 1462.0], [1865.0, 1462.0], [1865.0, 1510.0], [1819.0, 1510.0]]","[[0.3792213499546051, -0.7805662155151367], [0.2595941424369812, -0.5889420509338379], [0.39528053998947144, -0.270270973443985]]","[[-0.4336133301258087, 0.7960384488105774], [-0.10514985024929047, 0.3834434449672699], [-0.07784319669008255, 0.35912275314331055]]","[[-0.19180265069007874, 0.4541851282119751]]","[[0.30142900347709656, 0.2076740711927414]]"
8Lv8e57j78OIS8QDSmZWsA.jpg,65,circle,"[[1818.0, 1511.0], [1864.0, 1511.0], [1864.0, 1559.0], [1818.0, 1559.0]]","[[0.388235479593277, -0.6392558813095093], [0.17432837188243866, -0.478507399559021], [0.43602922558784485, -0.2744169235229492]]","[[-0.09795156866312027, 0.5517100095748901], [0.05850271135568619, 0.38593789935112], [0.07861437648534775, 0.38220229744911194]]","[[0.029923824593424797, 0.4052223861217499]]","[[0.4498695731163025, 0.16748358309268951]]"
8OVvMjH5GpGe7GWfejahMg.jpg,38,diamond-l,"[[2680.0, 1388.0], [2731.0, 1343.0], [2777.0, 1395.0], [2726.0, 1438.0]]","[[0.09551823139190674, -2.1301190853118896], [0.18976590037345886, 0.6037148237228394], [0.09346015006303787, -0.3689334988594055]]","[[0.07308533042669296, 0.35882657766342163], [0.11939294636249542, 0.4027477204799652], [-0.14773716032505035, 0.06626089662313461]]","[[0.0720745101571083, 0.27780234813690186]]","[[0.4985085725784302, 0.04796956479549408]]"
8OVvMjH5GpGe7GWfejahMg.jpg,37,other,"[[2698.0, 1433.0], [2753.0, 1437.0], [2753.0, 1466.0], [2696.0, 1463.0]]",,,,
